"WAY_ID";"KEY";"VALUE"
29178562;"addr:street";"Goethestraße"
29178563;"addr:city";"Hannover"
29178563;"addr:country";"DE"
29178563;"addr:interpolation";"odd"
29178563;"addr:postcode";"30169"
29178563;"addr:street";"Goethestraße"
29178909;"addr:city";"Hannover"
29178909;"addr:country";"DE"
29178909;"addr:housenumber";"49"
29178909;"addr:postcode";"30159"
29178909;"addr:street";"Karmarschstraße"
29178909;"amenity";"food_court"
29178909;"building";"yes"
29178909;"building:levels";"2"
29178909;"name";"Markthalle"
29178909;"wikipedia";"http://de.wikipedia.org/wiki/Markthalle_Hannover"
29179561;"addr:city";"Hannover"
29179561;"addr:country";"DE"
29179561;"addr:housenumber";"5"
29179561;"addr:postcode";"30159"
29179561;"addr:street";"Ballhofstraße"
29179561;"amenity";"theatre"
29179561;"building";"yes"
29179561;"name";"Ballhof"
29179561;"wikipedia";"http://de.wikipedia.org/wiki/Ballhof"
29179586;"area";"yes"
29179586;"highway";"pedestrian"
29179586;"name";"Ballhofplatz"
29179590;"landuse";"residential"
29179601;"access";"private"
29179601;"amenity";"parking"
29179601;"name";"Niedersächsischer Landtag"
29179601;"parking";"surface"
29179609;"highway";"footway"
29179609;"name";"Rudolf-Hillebrecht-Platz"
29179609;"postal_code";"30159"
29180755;"addr:city";"Hannover"
29180755;"addr:country";"DE"
29180755;"addr:housenumber";"1"
29180755;"addr:postcode";"30159"
29180755;"addr:street";"Georgsplatz"
29180755;"amenity";"bank"
29180755;"atm";"yes"
29180755;"building";"yes"
29180755;"name";"Nord/LB"
29180755;"opening_hours";"Mo 8:30-15:00; Tu, Th 8:30-17:30; We 8:30-13:00; Fr 8:30-14:00"
29180769;"addr:city";"Hannover"
29180769;"addr:country";"DE"
29180769;"addr:housenumber";"10"
29180769;"addr:postcode";"30159"
29180769;"addr:street";"Friedrichswall"
29180769;"building";"yes"
29180769;"name";"NordLB"
29180779;"alt_name";"Operndreieck"
29180779;"area";"yes"
29180779;"highway";"pedestrian"
29180779;"name";"Rathenauplatz"
29180779;"surface";"cobblestone"
29180788;"area";"yes"
29180788;"highway";"pedestrian"
29180788;"name";"Opernplatz"
29180788;"old_name:1937";"Adolf-Hitler-Platz"
29180788;"postal_code";"30159"
29181097;"highway";"footway"
29181097;"tunnel";"yes"
29181098;"area";"yes"
29181098;"highway";"pedestrian"
29181098;"name";"Theodor-Lessing-Platz"
29181100;"highway";"footway"
29181100;"name";"Neuer Weg"
29181103;"addr:city";"Hannover"
29181103;"addr:country";"DE"
29181103;"addr:housenumber";"11"
29181103;"addr:postcode";"30159"
29181103;"addr:street";"Friedrichswall"
29181103;"building";"yes"
29181103;"building:levels";"9"
29181103;"name";"Maritim Hotel"
29181103;"tourism";"hotel"
29181119;"addr:city";"Hannover"
29181119;"addr:country";"DE"
29181119;"addr:housenumber";"5"
29181119;"addr:postcode";"30159"
29181119;"addr:street";"Friedrichswall"
29181119;"amenity";"public_building"
29181119;"building";"yes"
29181119;"building:levels";"3"
29181119;"name";"Laveshaus"
29181123;"addr:city";"Hannover"
29181123;"addr:country";"DE"
29181123;"addr:housenumber";"5a"
29181123;"addr:postcode";"30159"
29181123;"addr:street";"Friedrichswall"
29181123;"building";"yes"
29181123;"building:levels";"3"
29181125;"addr:city";"Hannover"
29181125;"addr:country";"DE"
29181125;"addr:housenumber";"1"
29181125;"addr:postcode";"30159"
29181125;"addr:street";"Friedrichswall"
29181125;"alt_name";"Wangenheimpalais"
29181125;"amenity";"public_building"
29181125;"building";"yes"
29181125;"building:levels";"3"
29181125;"name";"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
29181125;"website";"http://de.wikipedia.org/wiki/Wangenheimpalais"
29181128;"addr:city";"Hannover"
29181128;"addr:country";"DE"
29181128;"addr:housenumber";"4"
29181128;"addr:postcode";"30159"
29181128;"addr:street";"Leinstraße"
29181128;"amenity";"public_building"
29181128;"building";"yes"
29181128;"building:levels";"3"
29181128;"name";"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
29181130;"addr:city";"Hannover"
29181130;"addr:country";"DE"
29181130;"addr:housenumber";"8"
29181130;"addr:postcode";"30159"
29181130;"addr:street";"Leinstraße"
29181130;"building";"yes"
29181130;"building:levels";"4"
29200366;"highway";"tertiary"
29200366;"name";"Königstraße"
29200366;"postal_code";"30175"
29200377;"highway";"residential"
29200377;"name";"Eichstraße"
29200377;"postal_code";"30175"
29200439;"access";"permissive"
29200439;"highway";"footway"
29200439;"postal_code";"30159"
29203165;"addr:city";"Hannover"
29203165;"addr:country";"DE"
29203165;"addr:interpolation";"all"
29203165;"addr:postcode";"30159"
29203165;"addr:street";"Hausmannstraße"
29203168;"addr:city";"Hannover"
29203168;"addr:country";"DE"
29203168;"addr:interpolation";"all"
29203168;"addr:postcode";"30159"
29203168;"addr:street";"Hausmannstraße"
29203170;"addr:city";"Hannover"
29203170;"addr:country";"DE"
29203170;"addr:interpolation";"all"
29203170;"addr:postcode";"30159"
29203170;"addr:street";"Stiftstraße"
29203173;"addr:city";"Hannover"
29203173;"addr:country";"DE"
29203173;"addr:interpolation";"all"
29203173;"addr:postcode";"30159"
29203173;"addr:street";"Stiftstraße"
29203176;"addr:city";"Hannover"
29203176;"addr:country";"DE"
29203176;"addr:interpolation";"even"
29203176;"addr:postcode";"30159"
29203176;"addr:street";"Lange Laube"
29203180;"addr:city";"Hannover"
29203180;"addr:country";"DE"
29203180;"addr:interpolation";"even"
29203180;"addr:postcode";"30159"
29203180;"addr:street";"Lange Laube"
29203183;"addr:city";"Hannover"
29203183;"addr:country";"DE"
29203183;"addr:interpolation";"odd"
29203183;"addr:postcode";"30159"
29203183;"addr:street";"Lange Laube"
29203185;"addr:city";"Hannover"
29203185;"addr:country";"DE"
29203185;"addr:interpolation";"even"
29203185;"addr:postcode";"30159"
29203185;"addr:street";"Lange Laube"
29203189;"addr:city";"Hannover"
29203189;"addr:country";"DE"
29203189;"addr:interpolation";"odd"
29203189;"addr:postcode";"30159"
29203189;"addr:street";"Lange Laube"
29203195;"addr:city";"Hannover"
29203195;"addr:country";"DE"
29203195;"addr:interpolation";"all"
29203195;"addr:postcode";"30159"
29203195;"addr:street";"Escherstraße"
29203197;"addr:city";"Hannover"
29203197;"addr:country";"DE"
29203197;"addr:interpolation";"even"
29203197;"addr:postcode";"30159"
29203197;"addr:street";"Escherstraße"
29203200;"addr:city";"Hannover"
29203200;"addr:country";"DE"
29203200;"addr:interpolation";"odd"
29203200;"addr:postcode";"30159"
29203200;"addr:street";"Bergmannstraße"
29203203;"addr:city";"Hannover"
29203203;"addr:country";"DE"
29203203;"addr:interpolation";"odd"
29203203;"addr:postcode";"30159"
29203203;"addr:street";"Lützowstraße"
29203206;"highway";"footway"
29203215;"addr:city";"Hannover"
29203215;"addr:country";"DE"
29203215;"addr:interpolation";"even"
29203215;"addr:postcode";"30159"
29203215;"addr:street";"Goethestraße"
29203217;"highway";"footway"
29203218;"addr:city";"Hannover"
29203218;"addr:country";"DE"
29203218;"addr:interpolation";"even"
29203218;"addr:postcode";"30159"
29203218;"addr:street";"Goethestraße"
29203223;"addr:city";"Hannover"
29203223;"addr:country";"DE"
29203223;"addr:interpolation";"all"
29203223;"addr:postcode";"30159"
29203223;"addr:street";"Münzstraße"
29203229;"addr:city";"Hannover"
29203229;"addr:country";"DE"
29203229;"addr:interpolation";"odd"
29203229;"addr:postcode";"30159"
29203229;"addr:street";"Goseriede"
29203236;"area";"yes"
29203236;"highway";"pedestrian"
29203236;"name";"Goseriede"
29203236;"postal_code";"30159"
29203236;"source";"HiRes aerial imagery 2009"
29203237;"area";"yes"
29203237;"highway";"pedestrian"
29203237;"name";"Goseriede"
29203237;"postal_code";"30159"
29203250;"addr:city";"Hannover"
29203250;"addr:country";"DE"
29203250;"addr:housenumber";"16"
29203250;"addr:postcode";"30159"
29203250;"addr:street";"Goseriede"
29203250;"building";"yes"
29203250;"name";"Postbank Hannover"
29203250;"source";"Bing"
29203270;"area";"yes"
29203270;"highway";"pedestrian"
29203277;"addr:city";"Hannover"
29203277;"addr:country";"DE"
29203277;"addr:interpolation";"odd"
11139332;"highway";"residential"
11139332;"motorcar";"destination"
11139332;"motorcycle";"destination"
11139332;"name";"Lister Meile"
11139332;"oneway";"yes"
11139332;"postal_code";"30161"
11281352;"highway";"residential"
11281352;"name";"Weißekreuzstraße"
11281352;"postal_code";"30161"
11647635;"landuse";"retail"
11647635;"layer";"-2"
11780475;"electrified";"contact_line"
11780475;"oneway";"yes"
11780475;"railway";"tram"
11780893;"electrified";"contact_line"
11780893;"name";"9"
11780893;"railway";"tram"
11780893;"tunnel";"no"
13612740;"highway";"pedestrian"
13612741;"highway";"residential"
13612741;"maxspeed";"30"
13612741;"name";"Breite Straße"
13612741;"noexit";"yes"
13612741;"postal_code";"30159"
13870806;"highway";"tertiary"
13870806;"junction";"roundabout"
13870806;"name";"Goetheplatz"
13870806;"oneway";"yes"
13870806;"postal_code";"30169"
13870807;"highway";"tertiary"
13870807;"name";"Humboldtstraße"
13870807;"oneway";"yes"
13870807;"postal_code";"30169"
13932901;"electrified";"contact_line"
13932901;"embankment";"yes"
13932901;"frequency";"16.7"
13932901;"railway";"rail"
13932901;"voltage";"15000"
13959807;"electrified";"contact_line"
13959807;"layer";"-3"
13959807;"name";"1 - 2"
13959807;"railway";"tram"
13959807;"tunnel";"yes"
13973218;"highway";"tertiary"
13973218;"name";"Gustav-Bratke-Allee"
13973218;"oneway";"yes"
13973218;"postal_code";"30169"
13973218;"ref";"K 35"
13995161;"electrified";"contact_line"
13995161;"layer";"-3"
13995161;"name";"3 - 7 - 9"
13995161;"railway";"tram"
13995161;"tunnel";"yes"
13997172;"electrified";"contact_line"
13997172;"layer";"-2"
13997172;"name";"3 - 7 - 9"
13997172;"railway";"tram"
13997172;"tunnel";"yes"
13997174;"electrified";"contact_line"
13997174;"layer";"-1"
13997174;"name";"3 - 7"
13997174;"railway";"tram"
13997174;"tunnel";"yes"
13997175;"electrified";"contact_line"
13997175;"layer";"-1"
13997175;"name";"9"
13997175;"railway";"tram"
13997175;"tunnel";"yes"
14006809;"electrified";"contact_line"
14006809;"layer";"-3"
14006809;"name";"4 - 5 - 6 - 11"
14006809;"railway";"tram"
14006809;"tunnel";"yes"
17459697;"cycleway";"opposite"
17459697;"highway";"residential"
17459697;"name";"Bertastraße"
17459697;"oneway";"yes"
17459697;"postal_code";"30159"
19378333;"highway";"residential"
19378333;"name";"Gartenstraße"
19378333;"postal_code";"30161"
19420265;"highway";"service"
19420265;"oneway";"yes"
19713395;"amenity";"place_of_worship"
19713395;"building";"yes"
19713395;"name";"Merkez-Moschee"
19713395;"religion";"muslim"
19738189;"highway";"service"
19738189;"layer";"-1"
19738189;"tunnel";"yes"
19804607;"highway";"residential"
19804607;"maxspeed";"30"
19804607;"name";"Rumannstraße"
19804607;"postal_code";"30161"
19804608;"highway";"residential"
19804608;"maxspeed";"30"
19804608;"name";"Uhlemeyerstraße"
19804608;"postal_code";"30175"
19804609;"highway";"residential"
19804609;"maxspeed";"30"
19804609;"name";"Holscherstraße"
19804609;"oneway";"yes"
19804609;"postal_code";"30161"
19804610;"highway";"residential"
19804610;"maxspeed";"30"
19804610;"name";"Rumannstraße"
19804610;"oneway";"yes"
19804610;"postal_code";"30161"
19804615;"highway";"residential"
19804615;"maxspeed";"30"
19804615;"name";"Volgersweg"
19804615;"oneway";"yes"
19804615;"postal_code";"30175"
19804618;"highway";"residential"
19804618;"name";"Heinrichstraße"
19804618;"postal_code";"30175"
19804620;"highway";"residential"
19804620;"maxspeed";"30"
19804620;"name";"Roscherstraße"
19804620;"postal_code";"30175"
19804621;"highway";"residential"
19804621;"maxspeed";"30"
19804621;"name";"Volgersweg"
19804621;"postal_code";"30175"
20452153;"highway";"residential"
20452153;"maxspeed";"30"
20452153;"name";"Bernstraße"
20452153;"postal_code";"30175"
22696263;"highway";"residential"
22696263;"name";"Adelheidstraße"
22696263;"noexit";"yes"
22696263;"postal_code";"30171"
22730331;"foot";"yes"
22730331;"highway";"footway"
22730332;"highway";"living_street"
22730332;"name";"Baumstraße"
22824119;"electrified";"contact_line"
22824119;"name";"10 - 17"
22824119;"railway";"tram"
22824119;"ref_name";"Steintor, Hannover"
22824119;"tunnel";"no"
22959946;"cycleway";"track"
22959946;"highway";"secondary"
22959946;"maxspeed";"50"
22959946;"name";"Schiffgraben"
22959946;"oneway";"yes"
22959946;"postal_code";"30159"
22966765;"foot";"no"
22966765;"highway";"secondary"
22966765;"name";"Friedrichswall"
22977200;"highway";"residential"
22977200;"maxspeed";"30"
22977200;"name";"Hainhölzer Straße"
22977200;"postal_code";"30159"
22987392;"highway";"residential"
22987392;"name";"Steintorfeldstraße"
22987392;"postal_code";"30161"
23003654;"cycleway";"opposite"
23003654;"highway";"residential"
23003654;"lit";"yes"
23003654;"maxspeed";"30"
23003654;"name";"Luisenstraße"
23003654;"oneway";"yes"
23003654;"postal_code";"30159"
23003655;"highway";"residential"
23003655;"name";"Ernst-August-Platz"
23003655;"oneway";"yes"
23003655;"postal_code";"30159"
23003857;"area";"yes"
23003857;"highway";"pedestrian"
23003857;"name";"Am Steintor"
23003857;"postal_code";"30159"
23003883;"highway";"residential"
23003883;"name";"Ernst-August-Platz"
23003883;"postal_code";"30159"
23029191;"landuse";"village_green"
23029191;"name";"Weißekreuzplatz"
23029227;"highway";"footway"
23048066;"cycleway";"track"
23048066;"highway";"secondary"
23048066;"name";"Schiffgraben"
23048066;"postal_code";"30175"
23048104;"cycleway";"track"
23048104;"highway";"tertiary"
23048104;"maxspeed";"50"
23048104;"name";"Fritz-Behrens-Allee"
23286441;"highway";"residential"
23286441;"name";"Ludwigstraße"
23286441;"postal_code";"30161"
23286442;"amenity";"public_building"
23286442;"building";"yes"
23286442;"source";"Bing"
23394627;"highway";"service"
23394629;"highway";"footway"
23394629;"name";"Perpignan-Weg"
23394632;"bicycle";"yes"
23394632;"cycleway";"opposite"
23394632;"highway";"residential"
23394632;"name";"Trammplatz"
23394632;"oneway";"yes"
23394632;"postal_code";"30159"
23424613;"highway";"pedestrian"
23424613;"name";"Franz-Mock-Weg"
23424614;"highway";"residential"
23424614;"maxspeed";"30"
23424614;"name";"Am Kanonenwall"
23424614;"postal_code";"30169"
23424615;"cycleway";"opposite"
23424615;"highway";"residential"
23424615;"name";"Bäckerstraße"
23424615;"oneway";"yes"
23424615;"postal_code";"30169"
23424616;"cycleway";"opposite"
23424616;"highway";"living_street"
23424616;"name";"Im Töge"
23424616;"oneway";"yes"
23424616;"postal_code";"30169"
23424617;"highway";"pedestrian"
23424617;"name";"Ernst-Thoms-Weg"
23424617;"postal_code";"30169"
23618121;"area";"yes"
23618121;"highway";"pedestrian"
23618151;"highway";"residential"
23618151;"name";"Trammplatz"
23618151;"noexit";"yes"
23618151;"postal_code";"30159"
23618153;"access";"no"
23618153;"bicycle";"yes"
23618153;"foot";"yes"
23618153;"goods";"yes"
23618153;"highway";"residential"
23618153;"motorcar";"permissive"
23618153;"motorcycle";"permissive"
23618153;"name";"Trammplatz"
23618153;"noexit";"yes"
23618153;"postal_code";"30159"
23618155;"foot";"yes"
23618155;"highway";"footway"
23618155;"name";"Rudolf-Hillebrecht-Platz"
23618155;"postal_code";"30159"
23618158;"foot";"yes"
23618158;"highway";"footway"
23618158;"name";"Rudolf-Hillebrecht-Platz"
23618158;"postal_code";"30159"
23618169;"highway";"footway"
23618169;"name";"Clara-Zetkin-Weg"
23618174;"bicycle";"yes"
23618174;"highway";"footway"
23627831;"bicycle";"yes"
23627831;"highway";"footway"
23628142;"highway";"residential"
23628142;"maxspeed";"30"
23628142;"name";"Neustädter Straße"
23628142;"postal_code";"30169"
23638431;"cycleway";"opposite"
23638431;"highway";"residential"
23638431;"maxspeed";"30"
23638431;"name";"Kommandanturstraße"
23638431;"oneway";"yes"
23638431;"postal_code";"30169"
23638431;"surface";"cobblestone"
23651051;"highway";"pedestrian"
23651051;"postal_code";"30159"
23651052;"highway";"pedestrian"
23651052;"postal_code";"30159"
23651060;"cycleway";"track"
23651060;"foot";"yes"
23651060;"highway";"footway"
23652680;"area";"yes"
23652680;"highway";"pedestrian"
23652746;"highway";"pedestrian"
23652746;"name";"Am Markte"
23652746;"postal_code";"30159"
23652947;"highway";"residential"
23652947;"maxspeed";"30"
23652947;"name";"Molthanstraße"
23652947;"postal_code";"30169"
23652966;"highway";"residential"
23652966;"maxspeed";"30"
23652966;"name";"Dachenhausenstraße"
23652966;"postal_code";"30169"
23653289;"highway";"living_street"
23653289;"name";"Duvehof"
23653289;"postal_code";"30169"
23653290;"highway";"footway"
23653290;"name";"Rosmarinhof"
23653290;"postal_code";"30169"
23653291;"highway";"footway"
23653291;"name";"Duvehof"
23653291;"postal_code";"30169"
23653292;"highway";"footway"
23653292;"name";"Rosmarinhof"
23653292;"postal_code";"30169"
23653293;"bicycle";"yes"
23653293;"highway";"living_street"
23653293;"name";"Rosmarinhof"
23653293;"noexit";"yes"
23653293;"postal_code";"30169"
23653294;"highway";"residential"
23653294;"name";"Neustädter Kirchhof"
23653294;"postal_code";"30169"
23653295;"highway";"footway"
23653295;"postal_code";"30169"
23653296;"highway";"footway"
23653296;"postal_code";"30169"
23653297;"highway";"cycleway"
23653297;"oneway";"no"
23653298;"highway";"pedestrian"
23653298;"name";"Calenberger Straße"
23653298;"postal_code";"30169"
23653723;"area";"yes"
23653723;"highway";"pedestrian"
23653723;"layer";"-1"
23653817;"highway";"residential"
23653817;"maxspeed";"30"
23653817;"name";"Brandstraße"
23653817;"postal_code";"30169"
23653817;"surface";"cobblestone"
23653818;"highway";"residential"
23653818;"maxspeed";"30"
23653818;"name";"Wagenerstraße"
23653818;"postal_code";"30169"
23653818;"surface";"cobblestone"
23653819;"access";"permissive"
23653819;"highway";"residential"
23653819;"name";"Am Archiv"
23653819;"noexit";"yes"
23653819;"postal_code";"30169"
23653820;"highway";"residential"
23653820;"name";"Wagenerstraße"
23653820;"noexit";"yes"
23653820;"postal_code";"30169"
23653821;"highway";"footway"
23653821;"postal_code";"30169"
23653860;"name";"Maschteich"
23653860;"natural";"water"
23659334;"highway";"residential"
23659334;"name";"Schloßstraße"
23659512;"highway";"residential"
23659512;"name";"Clemensstraße"
23659514;"highway";"residential"
23659514;"maxspeed";"30"
23659514;"name";"Clemensstraße"
23659514;"postal_code";"30169"
23659515;"highway";"footway"
23659515;"name";"Leibnizufer"
23659515;"postal_code";"30159"
23659516;"highway";"footway"
23659517;"highway";"steps"
23659517;"name";"Leibnizufer"
23659517;"postal_code";"30159"
23659518;"area";"yes"
23659534;"highway";"residential"
23659534;"maxspeed";"30"
23659534;"name";"Rückertstraße"
23659534;"postal_code";"30169"
23659535;"highway";"residential"
23659535;"maxspeed";"30"
23659535;"name";"Wielandstraße"
23659535;"postal_code";"30169"
23659539;"highway";"residential"
23659539;"maxspeed";"50"
23659539;"name";"Calenberger Straße"
23659539;"postal_code";"30169"
23659650;"highway";"residential"
23659650;"name";"Goetheplatz"
23659650;"noexit";"yes"
23659650;"postal_code";"30169"
23717786;"foot";"yes"
23717786;"highway";"footway"
23718139;"highway";"steps"
23718139;"layer";"2"
23718160;"highway";"service"
23718171;"highway";"service"
23718171;"name";"Rudolf-Hillebrecht-Platz"
23718171;"postal_code";"30159"
23719416;"highway";"residential"
23719416;"name";"Platz der Kaufleute"
23719416;"oneway";"yes"
23719416;"postal_code";"30175"
23785516;"bicycle";"yes"
23785516;"highway";"footway"
23785516;"ramp";"yes"
23785571;"bicycle";"yes"
23785571;"highway";"footway"
23785571;"layer";"-1"
23785571;"tunnel";"yes"
23785572;"bicycle";"yes"
23785572;"highway";"footway"
23785573;"bicycle";"yes"
23785573;"highway";"steps"
23785574;"highway";"footway"
23859544;"highway";"secondary"
23859544;"lanes";"3"
23859544;"name";"Friederikenplatz"
23859544;"postal_code";"30169"
23859544;"ref";"L 384"
23859545;"highway";"secondary"
23859545;"lanes";"3"
23859545;"name";"Lavesallee"
23859545;"oneway";"yes"
23859545;"postal_code";"30169"
23859545;"ref";"L 384"
23859546;"highway";"secondary"
23859546;"lanes";"2"
23859546;"maxspeed";"50"
23859546;"name";"Friederikenplatz"
23859546;"oneway";"yes"
23859546;"postal_code";"30169"
23859547;"highway";"secondary"
23859547;"lanes";"3"
23859547;"name";"Friederikenplatz"
23859547;"oneway";"yes"
23859547;"postal_code";"30169"
23859547;"ref";"L 380"
23859758;"highway";"secondary"
23859758;"lanes";"3"
23859758;"name";"Lavesallee"
23859758;"oneway";"yes"
23859758;"postal_code";"30169"
23859758;"ref";"L 384"
23859760;"highway";"tertiary"
23859760;"name";"Lavesallee"
23859760;"oneway";"yes"
23859761;"highway";"tertiary"
23859761;"name";"Gustav-Bratke-Allee"
23859761;"oneway";"yes"
23859862;"highway";"secondary"
23859862;"lanes";"5"
23859862;"maxspeed";"50"
23859862;"name";"Friedrichswall"
23859862;"oneway";"yes"
23859862;"postal_code";"30159"
23859862;"ref";"L 384"
23859863;"highway";"secondary"
23859863;"lanes";"3"
23859863;"maxspeed";"50"
23859863;"name";"Friedrichswall"
23859863;"oneway";"yes"
23859863;"postal_code";"30159"
23859863;"ref";"L 384"
23859865;"highway";"secondary"
23859865;"maxspeed";"50"
23859865;"name";"Friederikenplatz"
23859865;"oneway";"yes"
23859865;"postal_code";"30169"
23859865;"ref";"L 380"
23898274;"postal_code";"30159"
23898275;"highway";"residential"
23898275;"name";"Warmbüchenkamp"
23898275;"postal_code";"30159"
23898283;"cycleway";"opposite"
23898283;"highway";"residential"
23898283;"maxspeed";"30"
23898283;"name";"Warmbüchenstraße"
23898283;"oneway";"yes"
23898283;"postal_code";"30159"
23898301;"foot";"yes"
23898301;"highway";"footway"
23898312;"foot";"yes"
23898312;"highway";"footway"
23898314;"foot";"yes"
23898314;"highway";"footway"
23898331;"foot";"yes"
23898331;"highway";"footway"
23898424;"landuse";"construction"
23898424;"source";"Yahoo"
23910417;"highway";"residential"
23910417;"name";"Rathenaustraße"
23910417;"oneway";"yes"
23910417;"postal_code";"30159"
23917677;"highway";"residential"
23917677;"name";"Goethestraße"
23917677;"postal_code";"30159"
23948296;"highway";"residential"
23948296;"name";"An der Börse"
23948296;"oneway";"yes"
23948296;"postal_code";"30159"
23952007;"boat";"no"
23952007;"layer";"-2"
23952007;"name";"Leine"
23952007;"tunnel";"yes"
23952007;"waterway";"river"
23952008;"boat";"yes"
23952008;"motorboat";"no"
23952008;"name";"Leine"
23952008;"waterway";"river"
23952008;"width";"19"
23972178;"highway";"tertiary"
23972178;"name";"Karmarschstraße"
23972178;"postal_code";"30159"
23972180;"highway";"tertiary"
23972180;"name";"Osterstraße"
23972180;"postal_code";"30159"
23972184;"highway";"tertiary"
23972184;"name";"Culemannstraße"
23972184;"oneway";"yes"
23972184;"postal_code";"30169"
23972185;"highway";"tertiary"
23972185;"name";"Culemannstraße"
23972185;"oneway";"yes"
23972185;"postal_code";"30169"
23972234;"highway";"pedestrian"
23972234;"name";"Grupenstraße"
23972234;"postal_code";"30159"
23984668;"bicycle";"official"
23984668;"highway";"cycleway"
23984668;"oneway";"no"
23984668;"surface";"paving_stones"
24011432;"cycleway";"lane"
24011432;"highway";"cycleway"
24011433;"highway";"footway"
24011492;"bicycle";"yes"
24011492;"bridge";"yes"
24011492;"highway";"footway"
24011492;"width";"5"
24011711;"addr:city";"Hannover"
24011711;"addr:country";"DE"
24011711;"addr:housenumber";"1"
24011711;"addr:postcode";"30159"
24011711;"addr:street";"Hinrich-Wilhelm-Kopf-Platz"
24011711;"alt_name";"Leineschloss"
24011711;"amenity";"public_building"
24011711;"building";"yes"
24011711;"name";"Niedersächsischer Landtag"
24011711;"wikipedia";"http://de.wikipedia.org/wiki/Leineschloss"
24011711;"wikipedia:en";"http://en.wikipedia.org/wiki/Leineschloss"
24011754;"highway";"cycleway"
24026187;"highway";"pedestrian"
24026187;"name";"Georgsplatz"
24027010;"highway";"tertiary"
24027010;"name";"Kurt-Schumacher-Straße"
24027010;"oneway";"yes"
24027010;"postal_code";"30159"
24027012;"cycleway";"opposite"
24027012;"highway";"residential"
24027012;"maxspeed";"30"
24027012;"name";"Odeonstraße"
24027012;"oneway";"yes"
24027012;"postal_code";"30159"
24027013;"highway";"pedestrian"
24027013;"name";"Nordmannpassage"
24027013;"postal_code";"30159"
24036994;"highway";"tertiary"
24036994;"name";"Joachimstraße"
24036994;"postal_code";"30159"
24036994;"railway";"tram"
24037060;"highway";"tertiary"
24037060;"name";"Lister Meile"
24037060;"postal_code";"30159"
24037119;"highway";"tertiary"
24037119;"name";"Lister Meile"
24037119;"postal_code";"30161"
24056812;"electrified";"contact_line"
24056812;"name";"10 - 17"
24056812;"oneway";"yes"
24056812;"railway";"tram"
24056812;"tunnel";"no"
24165117;"amenity";"bus_station"
24165117;"name";"Zentraler Omnibusbahnhof"
24432345;"highway";"service"
24493291;"highway";"residential"
24493291;"name";"Gutenberghof"
24493291;"noexit";"yes"
24493291;"postal_code";"30159"
24493292;"highway";"steps"
24493293;"highway";"footway"
24493293;"postal_code";"30159"
24493294;"cycleway";"opposite"
24493294;"highway";"residential"
24493294;"maxspeed";"30"
24493294;"name";"Dieterichsstraße"
24493294;"oneway";"yes"
24493294;"postal_code";"30159"
24493295;"highway";"residential"
24493295;"maxspeed";"30"
24493295;"name";"Ubbenstraße"
24493295;"oneway";"yes"
24493295;"postal_code";"30159"
24493296;"highway";"residential"
24493296;"name";"Gutenberghof"
24493296;"postal_code";"30159"
24494144;"highway";"tertiary"
24494144;"name";"Otto-Brenner-Straße"
24494144;"postal_code";"30159"
24494219;"bicycle";"yes"
24494219;"highway";"pedestrian"
24494219;"name";"Stiftstraße"
24494465;"bicycle";"designated"
24494465;"foot";"designated"
24494465;"highway";"path"
24494465;"segregated";"yes"
24494631;"landuse";"cemetery"
24494631;"name";"Nikolaifriedhof"
24494631;"source";"HiRes aerial imagery 2009"
24498953;"area";"yes"
24498953;"highway";"pedestrian"
24498953;"name";"Am Klagesmarkt"
24498953;"postal_code";"30159"
24565112;"bridge";"yes"
24565112;"highway";"secondary"
24565112;"layer";"1"
24565112;"maxspeed";"50"
24565112;"name";"Brühlstraße"
24565112;"oneway";"yes"
24565112;"postal_code";"30169"
24565113;"highway";"secondary"
24565113;"maxspeed";"50"
24565113;"name";"Brühlstraße"
24565113;"oneway";"yes"
24565113;"postal_code";"30169"
24565114;"bridge";"yes"
24565114;"highway";"secondary"
24565114;"layer";"1"
24565114;"maxspeed";"50"
24565114;"name";"Brühlstraße"
24565114;"oneway";"yes"
24565114;"postal_code";"30169"
24565115;"highway";"secondary"
24565115;"maxspeed";"50"
24565115;"name";"Brühlstraße"
24565115;"oneway";"yes"
24565115;"postal_code";"30169"
24565119;"bridge";"yes"
24565119;"cycleway";"track"
24565119;"highway";"tertiary"
24565119;"layer";"1"
24565119;"maxspeed";"50"
24565119;"name";"Goethestraße"
24565119;"oneway";"yes"
24565119;"postal_code";"30159"
24565120;"cycleway";"track"
24565120;"highway";"tertiary"
24565120;"maxspeed";"50"
24565120;"name";"Goethestraße"
24565120;"oneway";"yes"
24565120;"postal_code";"30159"
24565122;"electrified";"contact_line"
24565122;"name";"10 - 17"
24565122;"railway";"tram"
24565122;"tunnel";"no"
24565337;"bicycle";"designated"
24565337;"foot";"designated"
24565337;"highway";"path"
24565337;"segregated";"yes"
24565338;"highway";"cycleway"
24565341;"bicycle";"designated"
24565341;"foot";"designated"
24565341;"highway";"path"
24565341;"oneway";"yes"
24565341;"segregated";"yes"
24565342;"bicycle";"designated"
24565342;"foot";"designated"
24565342;"highway";"path"
24565342;"segregated";"yes"
24565343;"bicycle";"designated"
24565343;"bridge";"yes"
24565343;"foot";"designated"
